epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,96.515,0.89604,0.75124,1.05434,0.84694,0.81974,0.87069,0.71588,0.76995,0.56959,0.94739,5.65607e-05,5.65607e-05,5.65607e-05
55,98.4768,0.91249,0.73934,1.04486,0.83494,0.82005,0.87158,0.7184,0.76599,0.56725,0.94458,5.53826e-05,5.53826e-05,5.53826e-05
56,100.279,0.87593,0.74352,1.05065,0.82129,0.83395,0.87303,0.72215,0.76203,0.56522,0.94271,5.42045e-05,5.42045e-05,5.42045e-05
57,102.498,0.88386,0.74626,1.0631,0.82854,0.83162,0.87543,0.727,0.75813,0.56211,0.94206,5.30264e-05,5.30264e-05,5.30264e-05
58,104.197,0.87841,0.73144,1.0404,0.83745,0.83346,0.87536,0.72615,0.75477,0.5582,0.94074,5.18483e-05,5.18483e-05,5.18483e-05
59,105.98,0.83787,0.74016,1.02953,0.86235,0.81868,0.87806,0.72739,0.75148,0.55307,0.93898,5.06702e-05,5.06702e-05,5.06702e-05
60,107.715,0.89214,0.75189,1.06419,0.88464,0.80664,0.87532,0.73099,0.74748,0.54859,0.93734,4.94921e-05,4.94921e-05,4.94921e-05
61,109.43,0.86684,0.76277,1.0439,0.89706,0.79908,0.87692,0.73048,0.74482,0.54665,0.93609,4.8314e-05,4.8314e-05,4.8314e-05
62,111.191,0.86406,0.74596,1.04006,0.89145,0.79544,0.87591,0.7309,0.74014,0.54435,0.93358,4.71359e-05,4.71359e-05,4.71359e-05
63,112.88,0.85801,0.74726,1.05559,0.89195,0.7924,0.87594,0.73408,0.73534,0.54123,0.93265,4.59578e-05,4.59578e-05,4.59578e-05
64,114.408,0.84304,0.71119,1.02917,0.89113,0.79044,0.87637,0.73495,0.73312,0.53708,0.93247,4.47797e-05,4.47797e-05,4.47797e-05
65,116.111,0.82189,0.70069,1.02476,0.90468,0.79068,0.87887,0.73395,0.72966,0.53476,0.93106,4.36016e-05,4.36016e-05,4.36016e-05
66,117.831,0.87202,0.72174,1.03204,0.90795,0.79266,0.87755,0.73608,0.72842,0.53299,0.93074,4.24235e-05,4.24235e-05,4.24235e-05
67,122.117,0.84858,0.71042,1.02573,0.91825,0.78844,0.87706,0.73386,0.72727,0.53217,0.9302,4.12454e-05,4.12454e-05,4.12454e-05
68,123.865,0.86321,0.72872,1.05135,0.90342,0.79485,0.8773,0.73437,0.72577,0.53006,0.92973,4.00673e-05,4.00673e-05,4.00673e-05
69,125.746,0.86002,0.70282,1.04959,0.89848,0.79936,0.88034,0.73361,0.72559,0.52826,0.93004,3.88892e-05,3.88892e-05,3.88892e-05
70,127.299,0.84446,0.73168,1.05127,0.88979,0.80342,0.87989,0.73235,0.7247,0.52678,0.92916,3.77111e-05,3.77111e-05,3.77111e-05
71,129.003,0.82807,0.69806,1.02205,0.88768,0.80639,0.88129,0.73549,0.72297,0.52442,0.92835,3.6533e-05,3.6533e-05,3.6533e-05
72,130.529,0.85675,0.73672,1.03642,0.8936,0.81038,0.88148,0.73317,0.72074,0.5229,0.92741,3.53549e-05,3.53549e-05,3.53549e-05
73,132.454,0.82224,0.67591,1.0193,0.89536,0.81086,0.8837,0.73605,0.71989,0.52272,0.9269,3.41768e-05,3.41768e-05,3.41768e-05
74,134.235,0.86613,0.70908,1.03254,0.89519,0.81409,0.88486,0.73622,0.71835,0.52045,0.92609,3.29987e-05,3.29987e-05,3.29987e-05
75,135.982,0.85161,0.72926,1.05842,0.91415,0.79951,0.88667,0.73633,0.71735,0.52093,0.92507,3.18206e-05,3.18206e-05,3.18206e-05
76,137.806,0.80416,0.65511,1.02729,0.91996,0.79652,0.88757,0.73721,0.71707,0.52165,0.92465,3.06425e-05,3.06425e-05,3.06425e-05
77,139.641,0.82737,0.67579,1.03482,0.92425,0.79809,0.8857,0.73677,0.71686,0.52272,0.92463,2.94644e-05,2.94644e-05,2.94644e-05
78,141.342,0.85181,0.71256,1.05356,0.92211,0.80098,0.88732,0.7398,0.71553,0.52054,0.92392,2.82863e-05,2.82863e-05,2.82863e-05
79,143.159,0.80822,0.69244,1.02788,0.91672,0.80086,0.88548,0.73931,0.7131,0.51734,0.92272,2.71082e-05,2.71082e-05,2.71082e-05
80,144.867,0.85106,0.68784,1.03492,0.9196,0.79765,0.88507,0.73692,0.71185,0.51661,0.92189,2.59301e-05,2.59301e-05,2.59301e-05
81,146.418,0.83807,0.70339,1.02762,0.93078,0.79063,0.88606,0.7387,0.709,0.51539,0.92129,2.4752e-05,2.4752e-05,2.4752e-05
82,148.017,0.81064,0.6593,1.02344,0.93656,0.78941,0.88733,0.73724,0.70702,0.51447,0.92103,2.35739e-05,2.35739e-05,2.35739e-05
83,149.658,0.81707,0.69519,1.04048,0.93345,0.79107,0.88567,0.74103,0.70584,0.51506,0.92068,2.23958e-05,2.23958e-05,2.23958e-05
84,151.513,0.83083,0.68424,1.02273,0.91159,0.79932,0.88583,0.74228,0.70336,0.51474,0.92024,2.12177e-05,2.12177e-05,2.12177e-05
85,153.306,0.82817,0.70031,1.02444,0.90155,0.81257,0.8876,0.74445,0.70181,0.5141,0.91962,2.00396e-05,2.00396e-05,2.00396e-05
86,155.2,0.81017,0.67249,1.01406,0.90025,0.81222,0.88557,0.74382,0.70125,0.51437,0.91955,1.88615e-05,1.88615e-05,1.88615e-05
87,156.703,0.81057,0.66609,1.02351,0.89691,0.81423,0.88641,0.74452,0.70109,0.51464,0.91907,1.76834e-05,1.76834e-05,1.76834e-05
88,158.611,0.76546,0.66229,1.0097,0.9047,0.81098,0.88647,0.74727,0.70002,0.51471,0.91916,1.65053e-05,1.65053e-05,1.65053e-05
89,160.382,0.82133,0.70429,1.01987,0.90065,0.8108,0.88573,0.74795,0.69974,0.51261,0.9188,1.53272e-05,1.53272e-05,1.53272e-05
90,162.052,0.81311,0.66095,1.01559,0.86697,0.84393,0.88842,0.74999,0.69959,0.5104,0.9184,1.41491e-05,1.41491e-05,1.41491e-05
91,164.96,0.85045,0.712,1.01078,0.86641,0.83001,0.88775,0.74453,0.70432,0.51589,0.91888,1.2971e-05,1.2971e-05,1.2971e-05
92,166.718,0.83344,0.71585,1.00546,0.86468,0.83095,0.88635,0.73918,0.71299,0.52336,0.92063,1.17929e-05,1.17929e-05,1.17929e-05
93,168.542,0.88251,0.79669,1.02577,0.85706,0.82863,0.88502,0.73529,0.72164,0.52934,0.92336,1.06148e-05,1.06148e-05,1.06148e-05
94,170.247,0.85779,0.72048,1.0063,0.84853,0.82609,0.88286,0.73173,0.72844,0.53596,0.92511,9.4367e-06,9.4367e-06,9.4367e-06
95,171.875,0.83821,0.73096,0.99521,0.8225,0.83952,0.88335,0.73165,0.73286,0.54025,0.92652,8.2586e-06,8.2586e-06,8.2586e-06
96,173.561,0.8511,0.75093,1.01097,0.82092,0.83993,0.88143,0.73163,0.73828,0.54666,0.92835,7.0805e-06,7.0805e-06,7.0805e-06
97,175.263,0.8349,0.69069,1.0121,0.82403,0.83454,0.88013,0.72994,0.73991,0.54818,0.92861,5.9024e-06,5.9024e-06,5.9024e-06
98,177.043,0.8438,0.71967,1.01322,0.8267,0.83096,0.87812,0.7291,0.74299,0.55047,0.92965,4.7243e-06,4.7243e-06,4.7243e-06
99,178.96,0.83311,0.68357,1.00718,0.82105,0.83637,0.87895,0.72795,0.74055,0.54875,0.92895,3.5462e-06,3.5462e-06,3.5462e-06
100,180.894,0.82782,0.71066,1.00971,0.81141,0.83946,0.87814,0.72869,0.7429,0.55043,0.93013,2.3681e-06,2.3681e-06,2.3681e-06
